Frame no,Blink Ratio,Left Eye ratio,Right Eye Ratio,Sub_P1,Sub_P2,Sub_P3,Sub_P4,Sub_P5,REB_P1,REB_P2,REB_P3,REB_P4,REB_P5,N_Blink ratio,N_left Blink,N_right Blink,Mouth_Ratio,Normalized Mouth ratio,Norlamized Nose Ratio,Nose ratio
11,2.067732671731548,2.128463353422846,2.00700199004025,-0.5904280696639009,-0.6439263404622466,-0.6479875183505337,-0.6581854889723299,-0.6862970021703105,-0.8421890289674631,-0.6550097399974326,-0.7780377629650307,-0.6563929427354921,-0.7957283239139958,0.6532783339890752,0.6822553263221668,0.6003619070812514,0.03600828285769547,1.165892069804809,0.8990718457688618,0.2572063959715816
12,2.10990465405547,2.194167374661515,2.025641933449426,-0.6674466568794037,-0.9649971099114985,-0.8925297554433573,-0.866568637781806,-0.9671123284082607,-0.6708810908154714,-0.7091641379032045,-0.6841075235265254,-0.7531212592235432,-0.7483506051336408,0.8467070964520583,0.927437330018634,0.7100439749670138,0.03319799646373008,0.4632880452949164,1.824741905547074,0.2611082016387903
13,2.099290239509409,2.156016614804279,2.042563864214539,-0.3868327647692939,-0.5121758648314919,-0.6166531816323321,-0.787369059979371,-0.6356038716444431,-0.7869787791156372,-0.8667756331449584,-0.8187791472490095,-0.8785696219879645,-0.9984773158043599,0.7980223309567179,0.7850734447038842,0.8096168287141726,0.03267267856553518,0.3319525094536687,0.4145878787044465,0.2551642403801859
14,2.123463528258995,2.157000091471968,2.089926965046022,-0.8806456344181582,-0.8764178981688792,-0.8722831666944854,-0.9322954028363551,-0.8492064686267352,-0.6726629489609046,-0.7665504341978818,-0.7820582617661762,-0.9053068120502266,-0.9984773158043599,0.9088971125019142,0.7887433993798196,1.088313106199736,0.03346703103493525,0.5305497923065189,1.312906628077627,0.2589507571312018
15,2.071809845001422,2.092726147618609,2.050893542384234,-0.527326108363434,-0.7826910838452678,-0.7445481430225446,-0.8033645393620705,-0.6862970021703105,-0.55463383999345,-0.7665504341978818,-0.7820582617661762,-0.7660400329715087,-0.8179199827750154,0.6719789626169007,0.548897891565358,0.8586307289401438,0.03319799646373008,0.4632880452949164,1.142413649990759,0.2582321096378628
16,1.998477691266256,2.007605278685842,1.98935010384667,-0.09522226619204205,-0.2790164435645107,-0.3932326813227677,-0.3496900855453841,-0.3259183689427594,-0.5936756837933818,-0.5460398877011532,-0.6609530581680728,-0.6563929427354921,-0.6580036479035063,0.3356289272596117,0.2312597195346127,0.4964938138528755,0.03319799646373008,0.4632880452949164,0.2461792380040109,0.254454378608434
17,1.813773884703613,1.778258166307978,1.849289603099248,0.2636202023638907,0.5656008006911831,0.5859027641686813,0.5363606597522858,0.3344590011121265,0.558048753899556,0.4118600221800446,0.3686731279709803,0.1775020737502095,-0.1840374182360473,-0.51154558901508,-0.624575029917663,-0.3276570440048686,0.03346703103493525,0.5305497923065189,0.3541165590303367,0.2549093468192291
18,1.710622907145292,1.652140335131219,1.769105479159364,1.195274880349684,1.204835529395882,1.133603950571692,1.110717495471928,1.043882110023791,1.269018398438956,1.053337545809484,1.09533162425398,1.001945707215014,0.9089291149134331,-0.9846645850039104,-1.095198014125086,-0.7994803930502934,0.03346703103493525,0.5305497923065189,-0.9953167077174544,0.2492213305416172
19,1.649563568916971,1.618071170143334,1.681055967690608,1.450290534308006,1.426396033389261,1.386963137079034,1.340887826333507,1.169974752431933,1.165955581520592,1.296478596071827,1.333278825263117,1.421198933272475,1.417552371012614,-1.264723324941611,-1.222330965480569,-1.317585640594654,0.02546170098755978,-1.470875087696381,-1.434205236189112,0.2473713649630893
20,1.571619513062162,1.517986192704893,1.625252833419431,1.813532033174751,1.678816673000501,1.631357025800103,1.422772192761938,1.431758625503766,1.224474322601944,1.299177615331978,1.413699426472926,1.572263047971016,1.753703518946214,-1.6222266111172,-1.595809404785444,-1.645945176190476,0.02525864672544669,-1.521640996132225,-0.5571760211505085,0.2510681438805851
21,1.627802129132999,1.548169851667519,1.70743440659848,1.688158844169816,1.49558086027715,1.504517049894536,1.433537505597778,1.342898183562592,1.532732722900644,1.418823191244992,1.452358941382877,1.304819778907615,1.222203241150454,-1.364535762841608,-1.483175659638169,-1.162368338508357,0.03220678728913898,0.2154743147462125,-1.451288625368227,0.2472993565147117
22,1.613174599465841,1.573104268543948,1.653244930387734,1.073289418092436,1.20982731540838,1.347544967568619,1.3984653169893,1.487506023566385,1.387758016610928,1.423142114877562,1.413699426472926,1.456528736011429,1.595801445421024,-1.431627343684938,-1.390130056408515,-1.481232708317277,0.02587774729109386,-1.366858711332318,-1.173150506281321,0.2484717406464617
23,1.621491783023977,1.592202327105086,1.650781238942868,1.20874694029747,1.281920106925917,1.269441652415868,1.340887826333507,1.423744529597008,1.387758016610928,1.378650611199266,1.439135315336319,1.410257181017401,1.753703518946214,-1.393479207548708,-1.31886348586296,-1.49572968217463,0.03318186657543622,0.4592553871094408,-1.626065165945084,0.2465626533132694
24,1.63836629224725,1.622476012780802,1.654256571713697,1.467475095763077,1.360343726315639,1.288895948862834,1.318109436580874,1.423744529597008,1.224474322601944,1.299177615331978,1.294177342142077,1.432558928084068,1.476409090919327,-1.316081483838286,-1.205893795830038,-1.475279958882655,0.02566804108446372,-1.419287682649772,-1.155403842371777,0.2485465448740424
25,1.63976237338636,1.605980826249305,1.673543920523415,0.8503044484180498,1.065938902494415,1.113006944407596,1.260413653597418,1.278868161989534,1.20399131284149,1.321993018078757,1.341651422934877,1.260331032738473,0.9307674481323288,-1.309678127103431,-1.267447454326044,-1.361788396432823,0.02525864672544669,-1.521640996132225,-0.5762303412244723,0.2509878277320135
26,1.671611292911382,1.631868999341622,1.711353586481142,0.8775335716494123,1.002726260314353,1.13411410239865,1.260413653597418,1.360108801705067,1.452654407758064,1.480182712724613,1.247204677231913,1.235080658160243,0.9307674481323288,-1.163597797224952,-1.170842801655569,-1.139306908303853,0.02525864672544669,-1.521640996132225,-0.5762303412244723,0.2509878277320135
