Frame no,Nose ratio,Blink Ratio,Blink Ratio_delta,Left Eye ratio,Left Eye ratio_delta,Right Eye Ratio,Right Eye Ratio_delta,Sub_P1,Sub_P1_delta,Sub_P2,Sub_P2_delta,Sub_P3,Sub_P3_delta,Sub_P4,Sub_P4_delta,Sub_P5,Sub_P5_delta,REB_P1,REB_P1_delta,REB_P2,REB_P2_delta,REB_P3,REB_P3_delta,REB_P4,REB_P4_delta,REB_P5,REB_P5_delta,N_Blink ratio,N_Blink ratio_delta,N_left Blink,N_left Blink_delta,N_right Blink,N_right Blink_delta,Mouth_Ratio,Mouth_Ratio_delta,Normalized Mouth ratio,Normalized Mouth ratio_delta,Norlamized Nose Ratio,Norlamized Nose Ratio_delta
11,0.272237802655218,2.514149394795,-0.007227166846107913,2.61471979709906,-0.030633207405340812,2.41357899249094,0.016178873713125874,-0.4110856869668876,0.7459957253195075,-1.022561921771982,0.27288895691746706,-1.004706727627986,0.552703719640623,-1.016584561136052,1.1925379990622373,-0.8815273727440267,0.2314259478466103,-0.508903526064935,0.5741954518659478,-1.1289707737129109,0.617043878290588,-0.7239484728013351,0.395531141011669,-0.7485828392385456,0.0,-0.5602466434778698,0.0,1.1139615898012127,-0.0546446865476351,1.385441094052633,-0.231231855701441,0.7729987066450981,0.11254872123018589,0.033450506009139715,0.0007174571474961519,-0.2347868643351828,0.07962381710293531,-0.2007800030895637,-0.6030468531555911
12,0.2705643455053941,2.5038813287767927,-0.01026806601820729,2.60783812230191,-0.0068816747971500725,2.3999245352516767,-0.013654457239263174,-1.3497250795929971,-0.9386393926261096,-1.022561921771982,0.0,-1.072610330896508,-0.06790360326852207,-1.4076769869761652,-0.39109242584011317,-0.1631338727838884,0.7183934999601382,-0.8003828065340033,-0.29147928046906824,-1.746014652003499,-0.617043878290588,-1.119479613813004,-0.395531141011669,-1.052156836702687,-0.3035739974641414,-0.787806555769254,-0.22755991229138417,1.036324631783908,-0.07763695801730464,1.3334954256600577,-0.051945668392575195,0.6780111488817582,-0.09498755776333989,0.0337235213130411,0.0002730153039013847,-0.2044874649912471,0.030299399343935718,-0.6213493729755183,-0.4205693698859546
13,0.2692550247329979,2.46087601374863,-0.04300531502816263,2.524848030458164,-0.08299009184374606,2.3969039970390957,-0.00302053821258097,-0.7910234021105972,0.5587016774824,-0.6184659600026515,0.4040959617693304,-0.5542353753564273,0.5183749555400807,-0.08170551911976058,1.3259714678564045,0.43162185432741096,0.5947557271112993,-0.2087659973502271,0.5916168091837761,-0.503039015479288,1.242975636524211,-0.8921251355603008,0.22735447825270327,-0.6913860586194477,0.3607707780832393,-0.787806555769254,0.0,0.7111609805722526,-0.32516365121165547,0.707052602094807,-0.6264428235652507,0.6569987026954027,-0.02101244618635545,0.04204885356778686,0.008325332254745764,0.7194628156443034,0.9239502806355504,-0.950404832975304,-0.3290554599997857
14,0.2753667932319944,2.4465800102013846,-0.014296003547245473,2.52364436051051,-0.0012036699476540846,2.3695156598922584,-0.027388337146837305,-0.9801677996479464,-0.18914439753734924,-0.7436253257158265,-0.12515936571317499,-0.5845612703391404,-0.030325894982713097,-0.21638368620920004,-0.13467816708943947,1.295051176250574,0.8634293219231631,0.2854910055234752,0.49425700287370233,0.4068092309511159,0.9098482464304039,-0.7582540273415544,0.13387110821874637,-0.8462720162492525,-0.15488595762980484,-0.4974228932813335,0.29038366248792047,0.603068743412426,-0.10809223715982663,0.6979668138531331,-0.009085788241673942,0.4664710814805282,-0.19052762121487454,0.033740454476265086,-0.008308399091521777,-0.2026082125561348,-0.9220710282004382,0.5855906520493396,1.5359954850246436
15,0.2745086475439919,2.471471864573544,0.02489185437215946,2.5370795596530495,0.013435199142539656,2.4058641694940373,0.03634850960177882,-0.7910234021105972,0.18914439753734924,-0.6184659600026515,0.12515936571317499,-0.5542353753564273,0.030325894982713097,-0.3484487076738273,-0.13206502146462726,0.3294736090794925,-0.9655775671710816,0.14025107416573998,-0.14523993135773525,0.1043026787199078,-0.3025065522312081,-0.7458603543461525,0.01239367299540195,-0.9989883480841916,-0.15271633183493905,-0.6513297112511751,-0.15390681796984162,0.7912763230518188,0.18820757963939283,0.7993811381300656,0.10141432427693253,0.7193303562880409,0.2528592748075127,0.03346703103493525,-0.0002734234413298356,-0.23295290723243803,-0.03034469467630324,0.3699234679140778,-0.21566718413526176
16,0.2705643455053941,2.430870890364088,-0.040600974209456187,2.469966658503238,-0.0671129011498115,2.391775122224938,-0.014089047269099098,-0.5057005493529455,0.2853228527576517,-0.4587858748387214,0.15968008516393012,-0.5542353753564273,0.0,0.5839217520475266,0.9323704597213539,0.9466817918831716,0.6172081828036791,0.8297239293364437,0.6894728551707037,0.327239806599217,0.2229371278793092,-0.8346616641744606,-0.08880130982830814,-0.6714134977940539,0.32757485029013766,-0.5173868170710196,0.13394289418015548,0.4842919187275798,-0.306984404324239,0.2927857800588664,-0.5065953580711993,0.6213195626070032,-0.09801079368103771,0.0340010200459023,0.0005339890109670523,-0.1736904920587906,0.059262415173647415,-0.6213493729755183,-0.9912728408895961
17,0.2681865686884805,2.483706104107978,0.05283521374389011,2.508447267196919,0.038480608693681084,2.458964941019036,0.0671898187940978,-0.1740941503246158,0.33160639902832967,-0.5401639466374435,-0.08137807179872208,0.25518400618003195,0.8094193815364592,0.7857722059884554,0.20185045394092882,1.6048165415453932,0.6581347496622216,1.2268635275463,0.39713959820985634,0.5674678056358831,0.24022799903666608,-0.5257286577949742,0.3089330063794864,-0.5400479302954921,0.13136556749856176,-0.6743582997261498,-0.15697148265513017,0.8837795402520496,0.3994876215244698,0.5832529988199483,0.2904672187610819,1.088727141097988,0.4674075784909848,0.0337235213130411,-0.0002774987328612033,-0.2044874649912471,-0.03079697293245648,-1.218926728167434,-0.5975773551919158
18,0.272237802655218,2.439753063989632,-0.04395304011834611,2.4598855603957395,-0.04856170680117966,2.4196205675835247,-0.039344373435511226,0.3917096485547656,0.5658037988793814,0.2405699271890712,0.7807338738265147,0.3621047210292163,0.10692071484918436,0.4065284010645936,-0.37924380492386184,-0.05847721265088893,-1.6632937541962822,1.2268635275463,0.0,-0.05565619711642249,-0.6231240027523055,-0.5257286577949742,0.0,-0.2928902970972251,0.24715763319826706,-0.007873678118498791,0.666484621607651,0.5514501294019203,-0.33232941085012935,0.2166895687787313,-0.366563430041217,0.8150270680096415,-0.27370007308834643,0.0417056725818172,0.007982151268776098,0.6813763875483305,0.8858638525395777,-0.2007800030895637,1.0181467250778704
19,0.2690092274061237,2.4188814884941165,-0.020871575495515327,2.4598855603957395,0.0,2.377877416592495,-0.041743150991029765,-0.1286929013868299,-0.5204025499415955,-0.6184659600026515,-0.8590358871917227,-0.5542353753564273,-0.9163400963856436,-0.3484487076738273,-0.7549771087384209,0.9466817918831716,1.0051590045340606,0.7340448852086855,-0.4928186423376145,-0.8171000789840601,-0.7614438818676377,-0.5257286577949742,0.0,-0.2928902970972251,0.0,-0.2140642796452348,-0.20619060152673602,0.39363992175161205,-0.15781020765030823,0.2166895687787313,0.0,0.5246398415893357,-0.2903872264203058,0.03657829458847607,-0.005127377993341127,0.1123369557380802,-0.5690394318102503,-1.0121780471230508,-0.8113980440334871
20,0.2667877594695281,2.433109432161706,0.014227943667589393,2.455437637052749,-0.004447923342990379,2.410781227270664,0.032903810678169165,0.6340360980677437,0.7627289994545736,0.31857971351479,0.9370456735174415,0.5142598286478329,1.0684952040042601,0.4513180626304601,0.7997667703042874,1.295051176250574,0.3483693843674025,1.5248335353393918,0.7907886501307063,1.327626442590665,2.144726521574725,0.2187179106002341,0.7444465683952084,-0.0822810300474739,0.2106092670497512,-0.1804596388439657,0.0336046408012691,0.5012175574265839,0.10757763567497186,0.1831148420121773,-0.033574726766554014,0.7535359860980639,0.2288961445087282,0.02586476014775063,-0.010713534440725439,-1.076657411119077,-1.1889943668571572,-1.570472217018093,-0.5582941698950421
21,0.2706891073741897,2.4227186648249837,-0.010390767336722284,2.486609057313646,0.03117142026089681,2.358828272336322,-0.051952954934342266,-0.1286929013868299,-0.7627289994545736,0.03838369148503295,-0.280196022029757,0.030043029418618188,-0.48421679922921473,0.06911305427793021,-0.3822050083525299,0.8859031768934007,-0.4091479993571734,0.8877977550259137,-0.6370357803134781,0.2548216416465914,-1.0728048009440736,-0.3272156706211647,-0.5459335812213988,-0.4448304297316512,-0.3625493996841773,-0.5345176294934914,-0.35405799064952564,0.4226528534153052,-0.07856470401127874,0.4184093463192874,0.2352945043071101,0.3921240148033131,-0.36141197129475083,0.023311036629590158,-0.0025537235181604737,-1.360071152345435,-0.283413741226358,-0.5899945094520102,0.9804777075660828
22,0.2720937161713105,2.384200246831599,-0.038518417993384624,2.379913911293891,-0.10669514601975472,2.388486582369308,0.029658310032986357,0.01395825840551048,0.1426511597923404,0.2405699271890712,0.20218623570403824,0.288824479248752,0.2587814498301338,0.4065284010645936,0.3374153467866634,-0.1133574941133167,-0.9992606710067174,0.4328785349942509,-0.45491922003166285,-0.8171000789840601,-1.0719217206306515,-0.5257286577949742,-0.19851298717380955,-0.5967283299618821,-0.15189790023023086,-0.6513297112511751,-0.11681208175768376,0.1314146791239761,-0.29123817429132903,-0.3869688265253269,-0.8053781728446143,0.5984427565926623,0.20631874178934922,0.01781967908757616,-0.0054913575420139984,-1.9695052489992648,-0.6094340966538299,-0.2369914840662003,0.35300302538580985
23,0.2672865384768918,2.4195348561020706,0.035334609270471606,2.41392257999759,0.034008668703698675,2.425147132206552,0.03666054983724365,-0.5508048477441396,-0.5647631061496501,0.09363957458637108,-0.1469303526027001,0.3621047210292163,0.07328024178046433,0.1668609991867612,-0.2396674018778324,-0.1133574941133167,0.0,1.437248024725598,1.004369489731347,0.824801535327723,1.641901614311783,0.03004842205517368,0.5557770798501479,-0.2073651943560391,0.389363135605843,-1.006778180711167,-0.355448469459992,0.3985800412890843,0.2671653621651082,-0.1302576219088395,0.2567112046164874,0.8534727467476525,0.25502999015499017,0.06429265362400201,0.04647297453642585,3.1880928565205116,5.157598105519776,-1.4451202336336508,-1.2081287495674506
24,0.2753471849296201,2.4183605477833208,-0.0011743083187498726,2.447960105673596,0.03403752567600593,2.388760989893046,-0.036386142313505676,-0.6488499962328799,-0.09804514848874024,-0.1633502318823205,-0.2569898064686916,0.288824479248752,-0.07328024178046433,0.4065284010645936,0.2396674018778324,0.5692633463129328,0.6826208404262496,1.043646330126915,-0.3936016945986831,0.5674678056358831,-0.25733372969184,-0.1284164807206787,-0.1584649027758524,-0.5967283299618821,-0.389363135605843,-0.8830657728670415,0.12371240784412563,0.389701083413226,-0.008878957875858295,0.1266714068214612,0.25692902873030066,0.6003516790825878,-0.2531210676650647,0.04996877926639077,-0.01432387435761124,1.5984208377300242,-1.5896720187904874,0.5806627389713528,2.0257829726050036
25,0.2762724157843645,2.3843374505934682,-0.034023097189852525,2.379913911293891,-0.0680461943797046,2.388760989893046,0.0,-0.6013265098412977,0.047523486391582215,-0.08766553850931105,0.07568469337300945,0.06596293477919209,-0.2228615444695599,-0.05300900878433869,-0.45953740984893227,-0.08934151960228498,-0.6586048659152178,1.437248024725598,0.3936016945986831,0.1895780389878665,-0.37788976664801655,-0.2112902970114363,-0.0828738162907576,-0.5690727332318378,0.027655596730044252,-1.006778180711167,-0.12371240784412563,0.1324520782487123,-0.2572490051645137,-0.3869688265253269,-0.5136402333467881,0.6003516790825878,0.0,0.04768338190579162,-0.0022853973605991493,1.344786091622967,-0.25363474610705716,0.8131896116312429,0.23252687265989014
26,0.2692499525106919,2.404430148583477,0.0200926979900089,2.469236688377103,0.08932277708321168,2.339623608789851,-0.04913738110319521,-0.6013265098412977,0.0,-0.2359668948558055,-0.14830135634649444,0.06596293477919209,0.0,-0.289196366675484,-0.2361873578911453,-0.7722029208731965,-0.6828614012709115,0.2574417842118933,-1.1798062405137049,-1.5725765977142883,-1.7621546367021548,-0.6925439339782292,-0.4812536369667929,-0.5400479302954921,0.029024802936345684,-0.6743582997261498,0.3324198809850173,0.2843731846711551,0.15192110642244278,0.2872756699146926,0.6742444964400195,0.2585263143615495,-0.3418253647210383,0.03285786471252015,-0.014825517193271472,-0.3005585447405764,-1.6453446363635433,-0.9516795721219746,-1.7648691837532176
